"link","showname","seasons","episodes","rating","poster"
"https://seriesgraph.com/show/69470-santa-clarita-diet","Santa Clarita Diet","3","10","7.8","https://image.tmdb.org/t/p/w400/5rBjNm2sRubaXKBnU904NInFi7P.jpg"
"https://seriesgraph.com/show/66433-scarlet-heart-ryeo","Scarlet Heart: Ryeo","","21","8.6","https://image.tmdb.org/t/p/w400/pjdPGHqUe60ZGQJR1TItVNaV4it.jpg"
"https://seriesgraph.com/show/6005-scooby-doo-and-scrappy-doo","Scooby-Doo and Scrappy-Doo","5","16","6.3","https://image.tmdb.org/t/p/w400/ctxdYzdqSlrfKrqEo3bLSrrMLSP.jpg"
"https://seriesgraph.com/show/926-scooby-doo-where-are-you","Scooby-Doo, Where Are You!","2","17","7.9","https://image.tmdb.org/t/p/w400/lTzUSCtXR77CmGmEHcaxpxu2b4h.jpg"
"https://seriesgraph.com/show/155292-scott-pilgrim-takes-off","Scott Pilgrim Takes Off","1","8","7.7","https://image.tmdb.org/t/p/w400/nHROk2C6bv8LqtvyYd0tCMURbxC.jpg"
"https://seriesgraph.com/show/62046-scream-queens","Scream Queens","2","13","7.1","https://image.tmdb.org/t/p/w400/yeayXZYSU8xdmC8i5g5jTdxeggp.jpg"
"https://seriesgraph.com/show/62823-scream-the-tv-series","Scream: The TV Series","3","13","7.0","https://image.tmdb.org/t/p/w400/cTRUcUnAydqboYfis0IhhY1edDt.jpg"
"https://seriesgraph.com/show/114472-secret-invasion","Secret Invasion","1","6","5.8","https://image.tmdb.org/t/p/w400/f5ZMzzCvt2IzVDxr54gHPv9jlC9.jpg"
"https://seriesgraph.com/show/261579-secret-level","Secret Level","2","15","7.3","https://image.tmdb.org/t/p/w400/856MRq23grNxpeVl1PdFgmmLiT0.jpg"
"https://seriesgraph.com/show/62255-seraph-of-the-end","Seraph of the End","3","12","7.4","https://image.tmdb.org/t/p/w400/5IlxL2PfQ8CyY4TLRru9TcU56b3.jpg"
"https://seriesgraph.com/show/88055-servant","Servant","4","10","7.4","https://image.tmdb.org/t/p/w400/plsSSobmPSSz4hm8vYMXeIVkJJP.jpg"
"https://seriesgraph.com/show/85720-shadow-and-bone","Shadow and Bone","2","8","7.5","https://image.tmdb.org/t/p/w400/mS9O9mjPlwpLTne4JgQlDkgREWA.jpg"
"https://seriesgraph.com/show/104699-shaman-king","SHAMAN KING","","53","6.9","https://image.tmdb.org/t/p/w400/my6AEDKL6NfJYOLZg5g71D3PBe2.jpg"
"https://seriesgraph.com/show/40143-shaman-king","Shaman King","","64","8.0","https://image.tmdb.org/t/p/w400/bDJLF92frEmKSr1OlCZN5P1kx6W.jpg"
"https://seriesgraph.com/show/70453-sharp-objects","Sharp Objects","1","8","8.0","https://image.tmdb.org/t/p/w400/1SGovj2qDdkJexvhFiXllj9EYfu.jpg"
"https://seriesgraph.com/show/92783-she-hulk-attorney-at-law","She-Hulk: Attorney at Law","1","9","5.2","https://image.tmdb.org/t/p/w400/5xz2orV8f0usyrfGNshcoXHmiaV.jpg"
"https://seriesgraph.com/show/79732-she-ra-and-the-princesses-of-power","She-Ra and the Princesses of Power","5","13","8.1","https://image.tmdb.org/t/p/w400/y6YLtlnV5FGh3Mhs5SUc80IQSV5.jpg"
"https://seriesgraph.com/show/71886-siren","Siren","3","16","7.0","https://image.tmdb.org/t/p/w400/k906XXqqFMT93v2WMkIOtUcEAlV.jpg"
"https://seriesgraph.com/show/65784-slasher","Slasher","5","8","6.8","https://image.tmdb.org/t/p/w400/A4j6zNyypLbsn0vJfrajlgNazc5.jpg"
"https://seriesgraph.com/show/115577-sonic-prime","Sonic Prime","3","8","7.2","https://image.tmdb.org/t/p/w400/mlDVnjgx89bmGvtXnKYDbowpadV.jpg"
"https://seriesgraph.com/show/32218-soy-tu-duea","Soy tu dueña","","146","7.3","https://image.tmdb.org/t/p/w400/6Ey5MIVKGDXPo4TMZy2FkB7FxUH.jpg"
"https://seriesgraph.com/show/387-spongebob-squarepants","SpongeBob SquarePants","16","26","8.2","https://image.tmdb.org/t/p/w400/5h0EU2lqBb03dp5vtRuUHJwqzem.jpg"
"https://seriesgraph.com/show/5148-stargate-universe","Stargate Universe","2","20","7.6","https://image.tmdb.org/t/p/w400/dHOaOZGUhnoRXeK9mhYeSRPh59H.jpg"
"https://seriesgraph.com/show/103768-sweet-tooth","Sweet Tooth","3","8","7.7","https://image.tmdb.org/t/p/w400/rgMfhcrVZjuy5b7Pn0KzCRCEnMX.jpg"
"https://seriesgraph.com/show/65708-taboo","Taboo","1","8","8.3","https://image.tmdb.org/t/p/w400/om1wVOuEtwH3krHutIWO9sJzkS5.jpg"
"https://seriesgraph.com/show/228305-task","Task","1","7","7.9","https://image.tmdb.org/t/p/w400/9JdL1aQdAQiyYYQ2xCqbHaEcZt8.jpg"
"https://seriesgraph.com/show/114479-the-acolyte","The Acolyte","1","8","4.3","https://image.tmdb.org/t/p/w400/fW2nOB5EXEOh64qufAxeW4AU3AB.jpg"
"https://seriesgraph.com/show/14009-the-addams-family","The Addams Family","2","34","8.0","https://image.tmdb.org/t/p/w400/twfSYEw4cp5KS9HaxSLh6Q0Bmi6.jpg"
"https://seriesgraph.com/show/71769-the-alienist","The Alienist","2","10","7.7","https://image.tmdb.org/t/p/w400/zUd4RPbfHuB1zIG2iNI5bdZcQo3.jpg"
"https://seriesgraph.com/show/33623-the-avengers-earths-mightiest-heroes","The Avengers: Earth's Mightiest Heroes","2","26","8.3","https://image.tmdb.org/t/p/w400/r1JDhMrqCOZKh7lc0vQlRYQ46cE.jpg"
"https://seriesgraph.com/show/4743-the-boarding-school","The Boarding School","7","15","8.1","https://image.tmdb.org/t/p/w400/eijsq0ZTpQkjMXNkTI1R2v0hNjF.jpg"
"https://seriesgraph.com/show/33025-the-borgias","The Borgias","3","10","7.9","https://image.tmdb.org/t/p/w400/y6CHDkNDhswuaqwQEC0wgC7MMox.jpg"
"https://seriesgraph.com/show/152483-the-boys-presents-diabolical","The Boys Presents: Diabolical","1","8","6.8","https://image.tmdb.org/t/p/w400/kZKfZWwFOAicgoKS2IO7oM1GuHZ.jpg"
"https://seriesgraph.com/show/123192-the-crowded-room","The Crowded Room","1","10","7.7","https://image.tmdb.org/t/p/w400/vRmopCFp0j1eJGbILLsYsYzxmL8.jpg"
"https://seriesgraph.com/show/103786-the-cuphead-show","The Cuphead Show!","3","13","7.4","https://image.tmdb.org/t/p/w400/l6nGUyxKCi7ODvyfc8qQShliVEd.jpg"
"https://seriesgraph.com/show/71809-the-dark-crystal-age-of-resistance","The Dark Crystal: Age of Resistance","1","10","8.4","https://image.tmdb.org/t/p/w400/xnMJ7mBC8Jx4emaj7TE4TU0Qm92.jpg"
"https://seriesgraph.com/show/65817-the-deuce","The Deuce","3","9","8.1","https://image.tmdb.org/t/p/w400/tKFUwmue5g45rthZOyYWd7l931y.jpg"
"https://seriesgraph.com/show/67676-the-disastrous-life-of-saiki-k","The Disastrous Life of Saiki K.","3","120","8.3","https://image.tmdb.org/t/p/w400/tpym31HVeQgenaubvCxkMF3kFHy.jpg"
"https://seriesgraph.com/show/49010-the-fall","The Fall","3","6","8.1","https://image.tmdb.org/t/p/w400/fm7nN3nUADA7JGgnFNlOWpXn1tf.jpg"
"https://seriesgraph.com/show/35753-the-familiar-of-zero","The Familiar of Zero","1","13","6.9","https://image.tmdb.org/t/p/w400/edpG7IAoHtEfQ2XMMjcpBarlOF4.jpg"
"https://seriesgraph.com/show/236-the-flash","The Flash","","21","7.1","https://image.tmdb.org/t/p/w400/fi1GEdCbyWRDHpyJcB25YYK7fh4.jpg"
"https://seriesgraph.com/show/236235-the-gentlemen","The Gentlemen","2","8","8.0","https://image.tmdb.org/t/p/w400/tw3tzfXaSpmUZIB8ZNqNEGzMBCy.jpg"
"https://seriesgraph.com/show/99778-the-god-of-high-school","The God of High School","1","13","7.2","https://image.tmdb.org/t/p/w400/lfa79lR34s6eyNkKjqC76uQEihh.jpg"
"https://seriesgraph.com/show/67557-the-grand-tour","The Grand Tour","7","14","8.7","https://image.tmdb.org/t/p/w400/3Pcqu6QliBWJ8vsOVClVLddPnZw.jpg"
"https://seriesgraph.com/show/72844-the-haunting-of-hill-house","The Haunting of Hill House","1","10","8.5","https://image.tmdb.org/t/p/w400/38PkhBGRQtmVx2drvPik3F42qHO.jpg"
"https://seriesgraph.com/show/48462-the-heirs","The Heirs","","20","7.5","https://image.tmdb.org/t/p/w400/n4RX9QVXjHbMB31TDWqqRLjshgu.jpg"
"https://seriesgraph.com/show/80169-the-house-of-flowers","The House of Flowers","3","13","7.5","https://image.tmdb.org/t/p/w400/zAIp0cT4Hy6faiPYcOPl1VsuGR.jpg"
"https://seriesgraph.com/show/2490-the-it-crowd","The IT Crowd","4","6","8.5","https://image.tmdb.org/t/p/w400/qZXkBoOUYzvKI4UCMzDQ5kqWHjh.jpg"
"https://seriesgraph.com/show/154521-the-kardashians","The Kardashians","7","11","4.5","https://image.tmdb.org/t/p/w400/pLeSPrwEmxwaV1vqzdVfAgnUvXc.jpg"
"https://seriesgraph.com/show/61888-the-last-man-on-earth","The Last Man on Earth","4","18","7.4","https://image.tmdb.org/t/p/w400/vONS5oceFmM93hsS3q3mvQ1iBC3.jpg"
"https://seriesgraph.com/show/6673-the-marvelous-misadventures-of-flapjack","The Marvelous Misadventures of Flapjack","3","34","7.8","https://image.tmdb.org/t/p/w400/8dpk0bjBgX93ZkQxEI1daNSj3OW.jpg"
"https://seriesgraph.com/show/4459-the-muppet-show","The Muppet Show","5","24","8.4","https://image.tmdb.org/t/p/w400/x1aZsosXqaCpZTI12lLpNYIj6HX.jpg"
"https://seriesgraph.com/show/4625-the-new-batman-adventures","The New Batman Adventures","2","13","8.4","https://image.tmdb.org/t/p/w400/s40Ji11SBKaEYDgJmDc0ifklM59.jpg"
"https://seriesgraph.com/show/82104-the-order","The Order","2","10","6.7","https://image.tmdb.org/t/p/w400/yMPjmuSd5Fac8YMNOwofGALQWjR.jpg"
"https://seriesgraph.com/show/84661-the-outsider","The Outsider","1","10","7.6","https://image.tmdb.org/t/p/w400/aMiPwPQjQI1EZN3xP2V0sSU37dc.jpg"
"https://seriesgraph.com/show/16997-the-pacific","The Pacific","1","10","8.3","https://image.tmdb.org/t/p/w400/x9Y1IMFdY8Ma222KcQadFEau0EB.jpg"
"https://seriesgraph.com/show/194764-the-penguin","The Penguin","1","8","8.6","https://image.tmdb.org/t/p/w400/vOWcqC4oDQws1doDWLO7d3dh5qc.jpg"
"https://seriesgraph.com/show/95403-the-peripheral","The Peripheral","1","8","7.5","https://image.tmdb.org/t/p/w400/2e5NNQu9B1fXBNllRj8fzysCguP.jpg"
"https://seriesgraph.com/show/83097-the-promised-neverland","The Promised Neverland","2","12","8.1","https://image.tmdb.org/t/p/w400/oBgRCpAbtMpk1v8wfdsIph7lPQE.jpg"
"https://seriesgraph.com/show/80213-the-purge","The Purge","2","10","6.6","https://image.tmdb.org/t/p/w400/9CaS2XFd0Db42grzzVBnWcSkrbg.jpg"
"https://seriesgraph.com/show/210916-the-recruit","The Recruit","2","8","7.4","https://image.tmdb.org/t/p/w400/mLbFg0u2DPYuB5CILzwWk3kdI8b.jpg"
"https://seriesgraph.com/show/83095-the-rising-of-the-shield-hero","The Rising of the Shield Hero","4","25","7.7","https://image.tmdb.org/t/p/w400/yjq2n0agGJfmZQ9NpbYIhuBofcq.jpg"
"https://seriesgraph.com/show/64122-the-shannara-chronicles","The Shannara Chronicles","2","10","7.1","https://image.tmdb.org/t/p/w400/yzoaoBSMww5D22Kfrd2LEJumIzl.jpg"
"https://seriesgraph.com/show/3854-the-spectacular-spider-man","The Spectacular Spider-Man","2","13","8.4","https://image.tmdb.org/t/p/w400/dCNxOhXT7c4lqYuRpdM3m8s9XDp.jpg"
"https://seriesgraph.com/show/15079-the-suite-life-on-deck","The Suite Life on Deck","3","28","6.4","https://image.tmdb.org/t/p/w400/1qfSlnVLvgWqV4XlFB8YNvtKTSy.jpg"
"https://seriesgraph.com/show/120911-the-terminal-list","The Terminal List","2","8","7.9","https://image.tmdb.org/t/p/w400/jbyaKYNexl1poKZnEmB6Qobn60s.jpg"
"https://seriesgraph.com/show/75191-the-terror","The Terror","3","10","7.8","https://image.tmdb.org/t/p/w400/bKkOcso0YuCBK7dixkn3VSd0dUr.jpg"
"https://seriesgraph.com/show/83135-the-twilight-zone","The Twilight Zone","2","10","6.1","https://image.tmdb.org/t/p/w400/aEuzZqJTEH9E4JwQyv8JtuCu22B.jpg"
"https://seriesgraph.com/show/194583-the-walking-dead-dead-city","The Walking Dead: Dead City","3","8","7.0","https://image.tmdb.org/t/p/w400/wq3vuQzQgbS83zX3malAFWMsSwX.jpg"
"https://seriesgraph.com/show/206586-the-walking-dead-the-ones-who-live","The Walking Dead: The Ones Who Live","1","6","7.7","https://image.tmdb.org/t/p/w400/ywbacot78IuNhGW4uVZPxxxVTkm.jpg"
"https://seriesgraph.com/show/112160-the-way-of-the-househusband","The Way of the Househusband","2","10","7.3","https://image.tmdb.org/t/p/w400/p63rAZt0s8kedJtdxGwD5VYZafc.jpg"
"https://seriesgraph.com/show/218589-those-about-to-die","Those About to Die","1","10","6.7","https://image.tmdb.org/t/p/w400/gvz0m4MJ8sAj6yMcQdwN07bNjRY.jpg"
"https://seriesgraph.com/show/1988-thundercats","ThunderCats","4","65","7.9","https://image.tmdb.org/t/p/w400/6TO2Ma9S6lhlZaXRNH7OVuPwh0U.jpg"
"https://seriesgraph.com/show/90296-tokyo-vice","Tokyo Vice","2","10","8.1","https://image.tmdb.org/t/p/w400/za5QWRfCLwgRLLVXUkx3NUSAm6G.jpg"
"https://seriesgraph.com/show/100049-tonikawa-over-the-moon-for-you","TONIKAWA: Over the Moon for You","2","16","7.7","https://image.tmdb.org/t/p/w400/jJKTrIfZKoFV66HGMzSa4tkObK0.jpg"
"https://seriesgraph.com/show/4232-top-cat","Top Cat","","30","7.1","https://image.tmdb.org/t/p/w400/hnWYwPE7nwqAD1OGLEEXyML5LaH.jpg"
"https://seriesgraph.com/show/42916-toradora","Toradora!","","25","7.9","https://image.tmdb.org/t/p/w400/gUE1zdXPkEBdEUtmJ2rkcGON41s.jpg"
"https://seriesgraph.com/show/32910-transformers-prime","Transformers: Prime","3","26","8.1","https://image.tmdb.org/t/p/w400/ilOKsGRHYc78R2tSMusAd3xGJWq.jpg"
"https://seriesgraph.com/show/26453-trigun","TRIGUN","","26","8.2","https://image.tmdb.org/t/p/w400/lwLFZFB3S2PeOLtWksaWerF6B4D.jpg"
"https://seriesgraph.com/show/68267-trollhunters-tales-of-arcadia","Trollhunters: Tales of Arcadia","3","26","8.4","https://image.tmdb.org/t/p/w400/gF03zm8x9B10QyPZyzc8Vgc8lqx.jpg"
"https://seriesgraph.com/show/111819-tsukimichi-moonlit-fantasy","TSUKIMICHI -Moonlit Fantasy-","2","25","7.7","https://image.tmdb.org/t/p/w400/7XQ2dMEARAdUZQscnIJFPI54q3r.jpg"
"https://seriesgraph.com/show/66078-twin-star-exorcists","Twin Star Exorcists","","50","7.0","https://image.tmdb.org/t/p/w400/dbGtsHEuV8zREyMEXmf5YFtUZyL.jpg"
"https://seriesgraph.com/show/133748-twisted-metal","Twisted Metal","3","12","7.3","https://image.tmdb.org/t/p/w400/zMwMClR9y7RBeVWMEmNn8LwUJHz.jpg"
"https://seriesgraph.com/show/91275-unbelievable","Unbelievable","1","8","8.3","https://image.tmdb.org/t/p/w400/jHOrNJNM03Lsjdw7nsw7TlqBOhd.jpg"
"https://seriesgraph.com/show/248852-untamed","UNTAMED","2","6","7.1","https://image.tmdb.org/t/p/w400/tclYY8RGieQwkJXDxZGf505Zybr.jpg"
"https://seriesgraph.com/show/98986-uzaki-chan-wants-to-hang-out","Uzaki-chan Wants to Hang Out!","2","13","6.8","https://image.tmdb.org/t/p/w400/kg7PD9mqKUlJulKTeHzVwHAKqqR.jpg"
"https://seriesgraph.com/show/21494-v","V","2","13","6.8","https://image.tmdb.org/t/p/w400/b2w3vq0uvfmahS6dB41WeWByhVy.jpg"
"https://seriesgraph.com/show/92983-vagabond","Vagabond","","16","8.1","https://image.tmdb.org/t/p/w400/8Sud9wqG7WZMXesZhPZ4lergRvp.jpg"
"https://seriesgraph.com/show/126725-velma","Velma","2","11","1.6","https://image.tmdb.org/t/p/w400/zxkNhuPSHeDv3yA7sFu2RuEOGgR.jpg"
"https://seriesgraph.com/show/88803-vinland-saga","Vinland Saga","2","24","8.8","https://image.tmdb.org/t/p/w400/vUHlpA5c1NXkds59reY3HMb4Abs.jpg"
"https://seriesgraph.com/show/75214-violet-evergarden","Violet Evergarden","1","13","8.4","https://image.tmdb.org/t/p/w400/61EwFPqc0r1uJo6la49J55F8bQ8.jpg"
"https://seriesgraph.com/show/61720-violetta","Violetta","3","80","5.6","https://image.tmdb.org/t/p/w400/b3MUGJeKakAZwQa7lNJxTP1pJmD.jpg"
"https://seriesgraph.com/show/79788-watchmen","Watchmen","1","9","8.2","https://image.tmdb.org/t/p/w400/m8rWq3j73ZGhDuSCZWMMoE9ePH1.jpg"
"https://seriesgraph.com/show/53425-wayward-pines","Wayward Pines","2","10","7.3","https://image.tmdb.org/t/p/w400/mK9MowBCPEn7RbsDXqN0MxyPc4.jpg"
"https://seriesgraph.com/show/4331-wonder-woman","Wonder Woman","3","24","7.0","https://image.tmdb.org/t/p/w400/7vHxWO6ahByDWzWufFL48MXaktT.jpg"
"https://seriesgraph.com/show/138502-x-men-97","X-Men '97","3","10","8.7","https://image.tmdb.org/t/p/w400/9Ycz7yYRf9V4jk3YXwcZhFtbNcF.jpg"
"https://seriesgraph.com/show/36250-xxxholic","xxxHOLiC","2","25","7.6","https://image.tmdb.org/t/p/w400/5yY74hwLcG5rQSe6cEUW3HjO3J9.jpg"
"https://seriesgraph.com/show/125910-young-royals","Young Royals","3","6","8.2","https://image.tmdb.org/t/p/w400/AuA5iFDdNTBrEqmnW2cWTHUr8sI.jpg"
"https://seriesgraph.com/show/86430-your-honor","Your Honor","2","10","7.6","https://image.tmdb.org/t/p/w400/1rWWgTEDFdV330aLgCoaq7I56lk.jpg"
"https://seriesgraph.com/show/288-mucha-lucha","¡Mucha Lucha!","3","22","5.8","https://image.tmdb.org/t/p/w400/w12B6di7moo2otX4X4y3y3gKagz.jpg"
